EXEC_FULLNAME,CFOANN,CONAME,CEOANN,SALARY,BONUS,OTHCOMP,TOTAL_CURR,TDC1,SAL_PCT,TDC1_PCT,GVKEY,YEAR,GENDER,PAGE,TICKER,SPINDEX,Income Stability Ratio
John Sculley,,APPLE INC,CEO,972.585,673.35,0,1645.935,,,,001690,1992,MALE,84,AAPL,4520,59.09012203
Michael H. Spindler,,APPLE INC,,588.257,538.58,0,1126.837,,,,001690,1992,MALE,80,AAPL,4520,52.20426734
Ian Diery,,APPLE INC,,408.987,368.532,0,777.519,,,,001690,1992,MALE,74,AAPL,4520,52.60154414
Albert A. Eisenstat,,APPLE INC,,474.907,269.874,0,744.781,,,,001690,1992,MALE,93,AAPL,4520,63.76465028
Joseph A. Graziano,,APPLE INC,,363.763,324.284,0,688.047,,,,001690,1992,MALE,80,AAPL,4520,52.86891739
Robert L. Puette,,APPLE INC,,393.341,289.173,0,682.514,,,,001690,1992,MALE,81,AAPL,4520,57.63119877
John Sculley,,APPLE INC,CEO,1059.556,412.685,5.034,1472.241,1477.275,8.942,,001690,1993,MALE,84,AAPL,4520,71.96892357
Michael H. Spindler,,APPLE INC,,693.052,302.24,3.795,995.292,999.087,17.814,,001690,1993,MALE,80,AAPL,4520,69.63303232
Ian Diery,,APPLE INC,,475.616,193.434,4.748,669.05,2247.42,16.291,,001690,1993,MALE,74,AAPL,4520,71.08825947
Albert A. Eisenstat,,APPLE INC,,483.155,126.386,4.412,609.541,613.953,1.737,,001690,1993,MALE,93,AAPL,4520,79.26538166
Joseph A. Graziano,,APPLE INC,,416.268,159.16,6.684,575.428,582.112,14.434,,001690,1993,MALE,80,AAPL,4520,72.34058822
Robert L. Puette,,APPLE INC,,399.951,155.042,4.19,554.993,5924.401,1.68,,001690,1993,MALE,81,AAPL,4520,72.06415216
G. Frederick Forsyth,,APPLE INC,,356.944,148.072,5.274,505.016,510.29,,,001690,1993,MALE,,AAPL,4520,70.67974084
Michael H. Spindler,,APPLE INC,CEO,684.922,249.5,5.702,934.422,3367.433,-1.173,237.051,001690,1994,MALE,80,AAPL,4520,73.29900195
Ian Diery,,APPLE INC,,466.12,136.68,5.123,602.8,2430.933,-1.997,8.165,001690,1994,MALE,74,AAPL,4520,77.32581287
Joseph A. Graziano,,APPLE INC,,408.02,104.23,6.611,512.25,518.861,-1.981,-10.866,001690,1994,MALE,80,AAPL,4520,79.65251342
James J. Buckley,,APPLE INC,,252.992,239.8,274.62,492.792,1751.001,,,001690,1994,MALE,,AAPL,4520,51.33849575
Daniel L. Eilers,,APPLE INC,,301.216,169.25,5.167,470.466,475.633,,,001690,1994,MALE,,AAPL,4520,64.0250305
G. Frederick Forsyth,,APPLE INC,,349.887,108.76,4.625,458.647,,-1.977,,001690,1994,MALE,,AAPL,4520,76.28677392
John Florisand,,APPLE INC,,234.866,171.68,28.852,406.546,,,,001690,1994,MALE,,AAPL,4520,57.77107634
Michael H. Spindler,,APPLE INC,CEO,843.335,586.058,4.481,1429.393,3394.838,23.129,0.814,001690,1995,MALE,80,AAPL,4520,58.99951938
Ian Diery,,APPLE INC,,498.372,292.264,637.865,790.636,2625.778,6.919,8.015,001690,1995,MALE,74,AAPL,4520,63.03431668
Joseph A. Graziano,,APPLE INC,,413.7,250.513,9.152,664.213,673.365,1.392,29.778,001690,1995,MALE,80,AAPL,4520,62.28423713
James J. Buckley,,APPLE INC,,341.387,245.061,139.497,586.448,4798.014,34.94,174.015,001690,1995,MALE,,AAPL,4520,58.21266336
Daniel L. Eilers,,APPLE INC,,343.48,275.503,6.905,618.983,4773.337,14.031,903.576,001690,1995,MALE,,AAPL,4520,55.49102318
G. Frederick Forsyth,,APPLE INC,,361.38,260.973,8.317,622.353,1812.27,3.285,,001690,1995,MALE,,AAPL,4520,58.06672419
Marco Landi,,APPLE INC,,245.712,480,130.234,725.712,,,,001690,1995,MALE,,AAPL,4520,33.8580594
John Florisand,,APPLE INC,,302.831,199.544,23.799,502.375,,28.938,,001690,1995,MALE,,AAPL,4520,60.27987061
Michael H. Spindler,,APPLE INC,,557.076,382.5,3721.389,939.576,4660.965,-33.944,37.296,001690,1996,MALE,80,AAPL,4520,59.2901479
Gilbert F. Amelio,,APPLE INC,CEO,655.061,2334,3.06,2989.061,19835.942,,,001690,1996,MALE,80,AAPL,4520,21.91527707
"Fred D. Anderson, Jr.",,APPLE INC,,252.156,1275,141.361,1527.156,6538.691,,,001690,1996,MALE,79,AAPL,4520,16.51147623
Marco Landi,,APPLE INC,,526.454,367.438,169.338,893.892,6210.223,114.257,,001690,1996,MALE,,AAPL,4520,58.89458682
John Florisand,,APPLE INC,,355.342,231.25,301.336,586.592,1183.589,17.34,,001690,1996,MALE,,AAPL,4520,60.57736894
George M. Scalise,,APPLE INC,,245.189,767.813,4.104,1013.002,4096.262,,,001690,1996,MALE,,AAPL,4520,24.20419703
Guerrino De Luca,,APPLE INC,,269.034,104.489,62.327,373.523,,,,001690,1996,MALE,,AAPL,4520,72.02608675
"Robert M. Calderoni, CPA",,APPLE INC,,63.794,125,4.75,188.794,,,,001690,1996,MALE,63,AAPL,4520,33.79026876
Ellen Hancock,,APPLE INC,,111.646,200,0,311.646,,,,001690,1996,FEMALE,,AAPL,4520,35.82462153
Gilbert F. Amelio,,APPLE INC,CEO,997.617,1000,6749.094,1997.617,9256.061,52.294,-53.337,001690,1997,MALE,80,AAPL,4520,49.94035393
"Fred D. Anderson, Jr.",,APPLE INC,,520.311,0,250.489,520.311,8035.056,106.345,22.885,001690,1997,MALE,79,AAPL,4520,100
Steven P. Jobs,,APPLE INC,,0,0,0,0,382.064,,,001690,1997,MALE,68,AAPL,4520,#DIV/0!
Guerrino De Luca,,APPLE INC,,430.496,322.732,169.513,753.228,7024.08,60.015,,001690,1997,MALE,,AAPL,4520,57.1534781
"Robert M. Calderoni, CPA",,APPLE INC,,288.058,75,1.586,363.058,1653.129,351.544,,001690,1997,MALE,63,AAPL,4520,79.34214368
Jonathan J. Rubinstein,,APPLE INC,,250.262,100,1.864,350.262,6826.569,,,001690,1997,MALE,67,AAPL,4520,71.44994319
Ellen Hancock,,APPLE INC,,424.12,360,480,784.12,1264.12,279.879,,001690,1997,FEMALE,,AAPL,4520,54.0886599
Mitchell Mandich,,APPLE INC,,174.348,104,1.73,278.348,,,,001690,1997,MALE,75,AAPL,4520,62.63669938
"Fred D. Anderson, Jr.",,APPLE INC,,604.283,0,60.123,604.283,2458.699,16.139,-69.4,001690,1998,MALE,79,AAPL,4520,100
Steven P. Jobs,,APPLE INC,CEO,0.001,0,0,0.001,0.001,,-100,001690,1998,MALE,68,AAPL,4520,100
Jonathan J. Rubinstein,,APPLE INC,,402.095,0,4.804,402.095,2560.051,60.67,-62.499,001690,1998,MALE,67,AAPL,4520,100
Timothy D. Cook,,APPLE INC,,223.953,500,90.849,723.953,7619.649,,,001690,1998,MALE,62,AAPL,4520,30.934743
Mitchell Mandich,,APPLE INC,,402.253,0,8.118,402.253,3396.296,130.718,,001690,1998,MALE,75,AAPL,4520,100
"Fred D. Anderson, Jr.",,APPLE INC,,605.26,0,29.7,605.26,10443.116,0.162,324.742,001690,1999,MALE,79,AAPL,4520,100
Steven P. Jobs,,APPLE INC,CEO,0.001,0,0,0.001,0.001,0,0,001690,1999,MALE,68,AAPL,4520,100
Jonathan J. Rubinstein,,APPLE INC,,402.2,0,5.888,402.2,9872.112,0.026,285.622,001690,1999,MALE,67,AAPL,4520,100
Timothy D. Cook,,APPLE INC,,401.94,0,29.519,401.94,6626.084,79.475,-13.04,001690,1999,MALE,62,AAPL,4520,100
Mitchell Mandich,,APPLE INC,,402.941,0,7.2,402.941,8419.295,0.171,147.896,001690,1999,MALE,75,AAPL,4520,100
"Avadis Tevanian, Jr.",,APPLE INC,,401.939,0,9.6,401.939,,,,001690,1999,MALE,62,AAPL,4520,100
"Fred D. Anderson, Jr.",,APPLE INC,,660.414,0,6.75,660.414,667.164,9.112,-93.611,001690,2000,MALE,79,AAPL,4520,100
Steven P. Jobs,,APPLE INC,CEO,0.001,0,0,0.001,600347.351,0,,001690,2000,MALE,68,AAPL,4520,100
Jonathan J. Rubinstein,,APPLE INC,,451.949,0,6.577,451.949,458.526,12.369,-95.355,001690,2000,MALE,67,AAPL,4520,100
Timothy D. Cook,,APPLE INC,,451.673,0,6.352,451.673,458.025,12.373,-93.088,001690,2000,MALE,62,AAPL,4520,100
Mitchell Mandich,,APPLE INC,,453.444,0,7.65,453.444,461.094,12.534,-94.523,001690,2000,MALE,75,AAPL,4520,100
Ronald B. Johnson,,APPLE INC,,328.719,500,111.444,828.719,38592.144,,,001690,2000,MALE,65,AAPL,4520,39.66591812
"Avadis Tevanian, Jr.",,APPLE INC,,451.673,0,10.2,451.673,461.873,12.374,,001690,2000,MALE,62,AAPL,4520,100
"Fred D. Anderson, Jr.",,APPLE INC,,657.039,0,7.312,657.039,12602.641,-0.511,1788.987,001690,2001,MALE,79,AAPL,4520,100
Steven P. Jobs,,APPLE INC,CEO,0.001,43511.534,40484.594,43511.535,83996.129,0,-86.009,001690,2001,MALE,68,AAPL,4520,2.29824E-06
Jonathan J. Rubinstein,,APPLE INC,,469.737,0,7.875,469.737,12415.902,3.936,2607.786,001690,2001,MALE,67,AAPL,4520,100
Timothy D. Cook,,APPLE INC,,452.219,500,7.875,952.219,12898.384,0.121,2716.087,001690,2001,MALE,62,AAPL,4520,47.49107086
Ronald B. Johnson,,APPLE INC,,452.429,0,0,452.429,,37.634,,001690,2001,MALE,65,AAPL,4520,100
"Avadis Tevanian, Jr.",,APPLE INC,,460.873,0.5,10.2,461.373,12409.863,2.037,2586.856,001690,2001,MALE,62,AAPL,4520,99.89162782
"Fred D. Anderson, Jr.",,APPLE INC,,656.631,0,11,656.631,667.631,-0.062,-94.702,001690,2002,MALE,79,AAPL,4520,100
Steven P. Jobs,,APPLE INC,CEO,0.001,2268.698,1302.795,2268.699,93016.179,0,10.739,001690,2002,MALE,68,AAPL,4520,4.40781E-05
Jonathan J. Rubinstein,,APPLE INC,,452.558,0,9.996,452.558,462.554,-3.657,-96.275,001690,2002,MALE,67,AAPL,4520,100
Timothy D. Cook,,APPLE INC,,563.829,0,8.025,563.829,571.854,24.681,-95.566,001690,2002,MALE,62,AAPL,4520,100
Ronald B. Johnson,,APPLE INC,,452.404,0,0,452.404,,-0.006,,001690,2002,MALE,65,AAPL,4520,100
"Avadis Tevanian, Jr.",,APPLE INC,,492.212,0,10.7,492.212,502.912,6.8,-95.947,001690,2002,MALE,62,AAPL,4520,100
"Fred D. Anderson, Jr.",,APPLE INC,,656.631,0,11.45,656.631,668.081,0,0.067,001690,2003,MALE,79,AAPL,4520,100
